X,Y,Z,Label
0.141635,-0.0722035,-0.987282,32
-0.846297,0.446581,0.290426,30
-0.615121,0.788432,0.000888247,31
0.24572,-0.803414,-0.542353,33
0.215499,0.764937,-0.606985,32
0.871193,0.0580661,0.487495,33
-0.867926,0.402306,-0.291298,31
0.381241,-0.100341,0.919014,33
0.141635,-0.0722035,-0.987282,33
-0.846297,0.446581,0.290426,31
-0.615121,0.788432,0.000888247,32
0.24572,-0.803414,-0.542353,34
0.215499,0.764937,-0.606985,33
0.871193,0.0580661,0.487495,34
-0.867926,0.402306,-0.291298,32
0.381241,-0.100341,0.919014,34
0.141635,-0.0722035,-0.987282,34
-0.846297,0.446581,0.290426,32
-0.615121,0.788432,0.000888247,33
0.24572,-0.803414,-0.542353,35
0.215499,0.764937,-0.606985,34
0.871193,0.0580661,0.487495,35
-0.867926,0.402306,-0.291298,33
0.381241,-0.100341,0.919014,35
0.141635,-0.0722035,-0.987282,35
-0.846297,0.446581,0.290426,33
-0.615121,0.788432,0.000888247,34
0.24572,-0.803414,-0.542353,36
0.215499,0.764937,-0.606985,35
0.871193,0.0580661,0.487495,36
-0.867926,0.402306,-0.291298,34
0.381241,-0.100341,0.919014,36
0.141635,-0.0722035,-0.987282,36
-0.846297,0.446581,0.290426,34
-0.615121,0.788432,0.000888247,35
0.24572,-0.803414,-0.542353,37
0.215499,0.764937,-0.606985,36
0.871193,0.0580661,0.487495,37
-0.867926,0.402306,-0.291298,35
0.381241,-0.100341,0.919014,37
0.141635,-0.0722035,-0.987282,37
-0.846297,0.446581,0.290426,35
-0.615121,0.788432,0.000888247,36
0.24572,-0.803414,-0.542353,38
0.215499,0.764937,-0.606985,37
0.871193,0.0580661,0.487495,38
-0.867926,0.402306,-0.291298,36
0.381241,-0.100341,0.919014,38
0.141635,-0.0722035,-0.987282,38
-0.846297,0.446581,0.290426,36
-0.615121,0.788432,0.000888247,37
0.24572,-0.803414,-0.542353,39
0.215499,0.764937,-0.606985,38
0.871193,0.0580661,0.487495,39
-0.867926,0.402306,-0.291298,37
0.381241,-0.100341,0.919014,39
0.141635,-0.0722035,-0.987282,39
-0.846297,0.446581,0.290426,37
-0.615121,0.788432,0.000888247,38
0.24572,-0.803414,-0.542353,40
0.215499,0.764937,-0.606985,39
0.871193,0.0580661,0.487495,40
-0.867926,0.402306,-0.291298,38
0.381241,-0.100341,0.919014,40
0.141635,-0.0722035,-0.987282,40
-0.846297,0.446581,0.290426,38
-0.615121,0.788432,0.000888247,39
0.24572,-0.803414,-0.542353,41
0.215499,0.764937,-0.606985,40
0.871193,0.0580661,0.487495,41
-0.867926,0.402306,-0.291298,39
0.381241,-0.100341,0.919014,41
0.141635,-0.0722035,-0.987282,41
-0.846297,0.446581,0.290426,39
-0.615121,0.788432,0.000888247,40
0.24572,-0.803414,-0.542353,42
0.215499,0.764937,-0.606985,41
0.871193,0.0580661,0.487495,42
-0.867926,0.402306,-0.291298,40
0.381241,-0.100341,0.919014,42
0.141635,-0.0722035,-0.987282,42
-0.846297,0.446581,0.290426,40
-0.615121,0.788432,0.000888247,41
0.24572,-0.803414,-0.542353,43
0.215499,0.764937,-0.606985,42
0.871193,0.0580661,0.487495,43
-0.867926,0.402306,-0.291298,41
0.381241,-0.100341,0.919014,43
0.141635,-0.0722035,-0.987282,43
-0.846297,0.446581,0.290426,41
-0.615121,0.788432,0.000888247,42
0.24572,-0.803414,-0.542353,44
0.215499,0.764937,-0.606985,43
0.871193,0.0580661,0.487495,44
-0.867926,0.402306,-0.291298,42
0.381241,-0.100341,0.919014,44
0.141635,-0.0722035,-0.987282,44
-0.846297,0.446581,0.290426,42
-0.615121,0.788432,0.000888247,43
0.24572,-0.803414,-0.542353,45
0.215499,0.764937,-0.606985,44
0.871193,0.0580661,0.487495,45
-0.867926,0.402306,-0.291298,43
0.381241,-0.100341,0.919014,45
0.141635,-0.0722035,-0.987282,45
-0.846297,0.446581,0.290426,43
-0.615121,0.788432,0.000888247,44
0.24572,-0.803414,-0.542353,46
0.215499,0.764937,-0.606985,45
0.871193,0.0580661,0.487495,46
-0.867926,0.402306,-0.291298,44
0.381241,-0.100341,0.919014,46
0.141635,-0.0722035,-0.987282,46
-0.846297,0.446581,0.290426,44
-0.615121,0.788432,0.000888247,45
0.24572,-0.803414,-0.542353,47
0.215499,0.764937,-0.606985,46
0.871193,0.0580661,0.487495,47
-0.867926,0.402306,-0.291298,45
0.381241,-0.100341,0.919014,47
0.141635,-0.0722035,-0.987282,47
-0.846297,0.446581,0.290426,45
-0.615121,0.788432,0.000888247,46
0.24572,-0.803414,-0.542353,48
0.215499,0.764937,-0.606985,47
0.871193,0.0580661,0.487495,48
-0.867926,0.402306,-0.291298,46
0.381241,-0.100341,0.919014,48
0.141635,-0.0722035,-0.987282,48
-0.846297,0.446581,0.290426,46
-0.615121,0.788432,0.000888247,47
0.24572,-0.803414,-0.542353,49
0.215499,0.764937,-0.606985,48
0.871193,0.0580661,0.487495,49
-0.867926,0.402306,-0.291298,47
0.381241,-0.100341,0.919014,49
0.141635,-0.0722035,-0.987282,49
-0.846297,0.446581,0.290426,47
-0.615121,0.788432,0.000888247,48
0.24572,-0.803414,-0.542353,50
0.215499,0.764937,-0.606985,49
0.871193,0.0580661,0.487495,50
-0.867926,0.402306,-0.291298,48
0.381241,-0.100341,0.919014,50
0.141635,-0.0722035,-0.987282,50
-0.846297,0.446581,0.290426,48
-0.615121,0.788432,0.000888247,49
0.24572,-0.803414,-0.542353,51
0.215499,0.764937,-0.606985,50
0.871193,0.0580661,0.487495,51
-0.867926,0.402306,-0.291298,49
0.381241,-0.100341,0.919014,51
0.141635,-0.0722035,-0.987282,51
-0.846297,0.446581,0.290426,49
-0.615121,0.788432,0.000888247,50
0.24572,-0.803414,-0.542353,52
0.215499,0.764937,-0.606985,51
0.871193,0.0580661,0.487495,52
-0.867926,0.402306,-0.291298,50
0.381241,-0.100341,0.919014,52
0.141635,-0.0722035,-0.987282,52
-0.846297,0.446581,0.290426,50
-0.615121,0.788432,0.000888247,51
0.24572,-0.803414,-0.542353,53
0.215499,0.764937,-0.606985,52
0.871193,0.0580661,0.487495,53
-0.867926,0.402306,-0.291298,51
0.381241,-0.100341,0.919014,53
0.141635,-0.0722035,-0.987282,53
-0.846297,0.446581,0.290426,51
-0.615121,0.788432,0.000888247,52
0.24572,-0.803414,-0.542353,54
0.215499,0.764937,-0.606985,53
0.871193,0.0580661,0.487495,54
-0.867926,0.402306,-0.291298,52
0.381241,-0.100341,0.919014,54
0.141635,-0.0722035,-0.987282,54
-0.846297,0.446581,0.290426,52
-0.615121,0.788432,0.000888247,53
0.24572,-0.803414,-0.542353,55
0.215499,0.764937,-0.606985,54
0.871193,0.0580661,0.487495,55
-0.867926,0.402306,-0.291298,53
0.381241,-0.100341,0.919014,55
0.141635,-0.0722035,-0.987282,55
-0.846297,0.446581,0.290426,53
-0.615121,0.788432,0.000888247,54
0.24572,-0.803414,-0.542353,56
0.215499,0.764937,-0.606985,55
0.871193,0.0580661,0.487495,56
-0.867926,0.402306,-0.291298,54
0.381241,-0.100341,0.919014,56
0.141635,-0.0722035,-0.987282,56
-0.846297,0.446581,0.290426,54
-0.615121,0.788432,0.000888247,55
0.24572,-0.803414,-0.542353,57
0.215499,0.764937,-0.606985,56
0.871193,0.0580661,0.487495,57
-0.867926,0.402306,-0.291298,55
0.381241,-0.100341,0.919014,57
0.141635,-0.0722035,-0.987282,57
-0.846297,0.446581,0.290426,55
-0.615121,0.788432,0.000888247,56
0.24572,-0.803414,-0.542353,58
0.215499,0.764937,-0.606985,57
0.871193,0.0580661,0.487495,58
-0.867926,0.402306,-0.291298,56
0.381241,-0.100341,0.919014,58
0.141635,-0.0722035,-0.987282,58
-0.846297,0.446581,0.290426,56
-0.615121,0.788432,0.000888247,57
0.24572,-0.803414,-0.542353,59
0.215499,0.764937,-0.606985,58
0.871193,0.0580661,0.487495,59
-0.867926,0.402306,-0.291298,57
0.381241,-0.100341,0.919014,59
0.141635,-0.0722035,-0.987282,59
-0.846297,0.446581,0.290426,57
-0.615121,0.788432,0.000888247,58
0.24572,-0.803414,-0.542353,60
0.215499,0.764937,-0.606985,59
0.871193,0.0580661,0.487495,60
-0.867926,0.402306,-0.291298,58
0.381241,-0.100341,0.919014,60
0.141635,-0.0722035,-0.987282,60
-0.846297,0.446581,0.290426,58
-0.615121,0.788432,0.000888247,59
0.24572,-0.803414,-0.542353,61
0.215499,0.764937,-0.606985,60
0.871193,0.0580661,0.487495,61
-0.867926,0.402306,-0.291298,59
0.381241,-0.100341,0.919014,61
0.141635,-0.0722035,-0.987282,61
-0.846297,0.446581,0.290426,59
-0.615121,0.788432,0.000888247,60
0.24572,-0.803414,-0.542353,62
0.215499,0.764937,-0.606985,61
0.871193,0.0580661,0.487495,62
-0.867926,0.402306,-0.291298,60
0.381241,-0.100341,0.919014,62
0.141635,-0.0722035,-0.987282,62
-0.846297,0.446581,0.290426,60
-0.615121,0.788432,0.000888247,61
0.24572,-0.803414,-0.542353,63
0.215499,0.764937,-0.606985,62
0.871193,0.0580661,0.487495,63
-0.867926,0.402306,-0.291298,61
0.381241,-0.100341,0.919014,63
0.141635,-0.0722035,-0.987282,63
-0.846297,0.446581,0.290426,61
-0.615121,0.788432,0.000888247,62
0.24572,-0.803414,-0.542353,64
0.215499,0.764937,-0.606985,63
0.871193,0.0580661,0.487495,64
-0.867926,0.402306,-0.291298,62
0.381241,-0.100341,0.919014,64
0.141635,-0.0722035,-0.987282,64
-0.846297,0.446581,0.290426,62
-0.615121,0.788432,0.000888247,63
0.24572,-0.803414,-0.542353,65
0.215499,0.764937,-0.606985,64
0.871193,0.0580661,0.487495,65
-0.867926,0.402306,-0.291298,63
0.381241,-0.100341,0.919014,65
0.141635,-0.0722035,-0.987282,65
-0.846297,0.446581,0.290426,63
-0.615121,0.788432,0.000888247,64
0.24572,-0.803414,-0.542353,66
0.215499,0.764937,-0.606985,65
0.871193,0.0580661,0.487495,66
-0.867926,0.402306,-0.291298,64
0.381241,-0.100341,0.919014,66
0.141635,-0.0722035,-0.987282,66
-0.846297,0.446581,0.290426,64
-0.615121,0.788432,0.000888247,65
0.24572,-0.803414,-0.542353,67
0.215499,0.764937,-0.606985,66
0.871193,0.0580661,0.487495,67
-0.867926,0.402306,-0.291298,65
0.381241,-0.100341,0.919014,67
0.141635,-0.0722035,-0.987282,67
-0.846297,0.446581,0.290426,65
-0.615121,0.788432,0.000888247,66
0.24572,-0.803414,-0.542353,68
0.215499,0.764937,-0.606985,67
0.871193,0.0580661,0.487495,68
-0.867926,0.402306,-0.291298,66
0.381241,-0.100341,0.919014,68
0.141635,-0.0722035,-0.987282,68
-0.846297,0.446581,0.290426,66
-0.615121,0.788432,0.000888247,67
0.24572,-0.803414,-0.542353,69
0.215499,0.764937,-0.606985,68
0.871193,0.0580661,0.487495,69
-0.867926,0.402306,-0.291298,67
0.381241,-0.100341,0.919014,69
0.141635,-0.0722035,-0.987282,69
-0.846297,0.446581,0.290426,67
-0.615121,0.788432,0.000888247,68
0.24572,-0.803414,-0.542353,70
0.215499,0.764937,-0.606985,69
0.871193,0.0580661,0.487495,70
-0.867926,0.402306,-0.291298,68
0.381241,-0.100341,0.919014,70
0.141635,-0.0722035,-0.987282,70
-0.846297,0.446581,0.290426,68
-0.615121,0.788432,0.000888247,69
0.24572,-0.803414,-0.542353,71
0.215499,0.764937,-0.606985,70
0.871193,0.0580661,0.487495,71
-0.867926,0.402306,-0.291298,69
0.381241,-0.100341,0.919014,71
0.141635,-0.0722035,-0.987282,71
-0.846297,0.446581,0.290426,69
-0.615121,0.788432,0.000888247,70
0.24572,-0.803414,-0.542353,72
0.215499,0.764937,-0.606985,71
0.871193,0.0580661,0.487495,72
-0.867926,0.402306,-0.291298,70
0.381241,-0.100341,0.919014,72
0.141635,-0.0722035,-0.987282,72
-0.846297,0.446581,0.290426,70
-0.615121,0.788432,0.000888247,71
0.24572,-0.803414,-0.542353,73
0.215499,0.764937,-0.606985,72
0.871193,0.0580661,0.487495,73
-0.867926,0.402306,-0.291298,71
0.381241,-0.100341,0.919014,73
0.141635,-0.0722035,-0.987282,73
-0.846297,0.446581,0.290426,71
-0.615121,0.788432,0.000888247,72
0.24572,-0.803414,-0.542353,74
0.215499,0.764937,-0.606985,73
0.871193,0.0580661,0.487495,74
-0.867926,0.402306,-0.291298,72
0.381241,-0.100341,0.919014,74
0.141635,-0.0722035,-0.987282,74
-0.846297,0.446581,0.290426,72
-0.615121,0.788432,0.000888247,73
0.24572,-0.803414,-0.542353,75
0.215499,0.764937,-0.606985,74
0.871193,0.0580661,0.487495,75
-0.867926,0.402306,-0.291298,73
0.381241,-0.100341,0.919014,75
0.141635,-0.0722035,-0.987282,75
-0.846297,0.446581,0.290426,73
-0.615121,0.788432,0.000888247,74
0.24572,-0.803414,-0.542353,76
0.215499,0.764937,-0.606985,75
0.871193,0.0580661,0.487495,76
-0.867926,0.402306,-0.291298,74
0.381241,-0.100341,0.919014,76
0.141635,-0.0722035,-0.987282,76
-0.846297,0.446581,0.290426,74
-0.615121,0.788432,0.000888247,75
0.24572,-0.803414,-0.542353,77
0.215499,0.764937,-0.606985,76
0.871193,0.0580661,0.487495,77
-0.867926,0.402306,-0.291298,75
0.381241,-0.100341,0.919014,77
0.141635,-0.0722035,-0.987282,77
-0.846297,0.446581,0.290426,75
-0.615121,0.788432,0.000888247,76
0.24572,-0.803414,-0.542353,78
0.215499,0.764937,-0.606985,77
0.871193,0.0580661,0.487495,78
-0.867926,0.402306,-0.291298,76
0.381241,-0.100341,0.919014,78
0.141635,-0.0722035,-0.987282,78
-0.846297,0.446581,0.290426,76
-0.615121,0.788432,0.000888247,77
0.24572,-0.803414,-0.542353,79
0.215499,0.764937,-0.606985,78
0.871193,0.0580661,0.487495,79
-0.867926,0.402306,-0.291298,77
0.381241,-0.100341,0.919014,79
0.141635,-0.0722035,-0.987282,79
-0.846297,0.446581,0.290426,77
-0.615121,0.788432,0.000888247,78
0.24572,-0.803414,-0.542353,80
0.215499,0.764937,-0.606985,79
0.871193,0.0580661,0.487495,80
-0.867926,0.402306,-0.291298,78
0.381241,-0.100341,0.919014,80
0.141635,-0.0722035,-0.987282,80
-0.846297,0.446581,0.290426,78
-0.615121,0.788432,0.000888247,79
0.24572,-0.803414,-0.542353,81
0.215499,0.764937,-0.606985,80
0.871193,0.0580661,0.487495,81
-0.867926,0.402306,-0.291298,79
0.381241,-0.100341,0.919014,81
0.141635,-0.0722035,-0.987282,81
-0.846297,0.446581,0.290426,79
-0.615121,0.788432,0.000888247,80
0.24572,-0.803414,-0.542353,82
0.215499,0.764937,-0.606985,81
0.871193,0.0580661,0.487495,82
-0.867926,0.402306,-0.291298,80
0.381241,-0.100341,0.919014,82
0.141635,-0.0722035,-0.987282,82
-0.846297,0.446581,0.290426,80
-0.615121,0.788432,0.000888247,81
0.24572,-0.803414,-0.542353,83
0.215499,0.764937,-0.606985,82
0.871193,0.0580661,0.487495,83
-0.867926,0.402306,-0.291298,81
0.381241,-0.100341,0.919014,83
0.141635,-0.0722035,-0.987282,83
-0.846297,0.446581,0.290426,81
-0.615121,0.788432,0.000888247,82
0.24572,-0.803414,-0.542353,84
0.215499,0.764937,-0.606985,83
0.871193,0.0580661,0.487495,84
-0.867926,0.402306,-0.291298,82
0.381241,-0.100341,0.919014,84
0.141635,-0.0722035,-0.987282,84
-0.846297,0.446581,0.290426,82
-0.615121,0.788432,0.000888247,83
0.24572,-0.803414,-0.542353,85
0.215499,0.764937,-0.606985,84
0.871193,0.0580661,0.487495,85
-0.867926,0.402306,-0.291298,83
0.381241,-0.100341,0.919014,85
0.141635,-0.0722035,-0.987282,85
-0.846297,0.446581,0.290426,83
-0.615121,0.788432,0.000888247,84
0.24572,-0.803414,-0.542353,86
0.215499,0.764937,-0.606985,85
0.871193,0.0580661,0.487495,86
-0.867926,0.402306,-0.291298,84
0.381241,-0.100341,0.919014,86
0.141635,-0.0722035,-0.987282,86
-0.846297,0.446581,0.290426,84
-0.615121,0.788432,0.000888247,85
0.24572,-0.803414,-0.542353,87
0.215499,0.764937,-0.606985,86
0.871193,0.0580661,0.487495,87
-0.867926,0.402306,-0.291298,85
0.381241,-0.100341,0.919014,87
0.141635,-0.0722035,-0.987282,87
-0.846297,0.446581,0.290426,85
-0.615121,0.788432,0.000888247,86
0.24572,-0.803414,-0.542353,88
0.215499,0.764937,-0.606985,87
0.871193,0.0580661,0.487495,88
-0.867926,0.402306,-0.291298,86
0.381241,-0.100341,0.919014,88
0.141635,-0.0722035,-0.987282,88
-0.846297,0.446581,0.290426,86
-0.615121,0.788432,0.000888247,87
0.24572,-0.803414,-0.542353,89
0.215499,0.764937,-0.606985,88
0.871193,0.0580661,0.487495,89
-0.867926,0.402306,-0.291298,87
0.381241,-0.100341,0.919014,89
0.141635,-0.0722035,-0.987282,89
-0.846297,0.446581,0.290426,87
-0.615121,0.788432,0.000888247,88
0.24572,-0.803414,-0.542353,90
0.215499,0.764937,-0.606985,89
0.871193,0.0580661,0.487495,90
-0.867926,0.402306,-0.291298,88
0.381241,-0.100341,0.919014,90
0.141635,-0.0722035,-0.987282,90
-0.846297,0.446581,0.290426,88
-0.615121,0.788432,0.000888247,89
0.24572,-0.803414,-0.542353,91
0.215499,0.764937,-0.606985,90
0.871193,0.0580661,0.487495,91
-0.867926,0.402306,-0.291298,89
0.381241,-0.100341,0.919014,91
0.141635,-0.0722035,-0.987282,91
-0.846297,0.446581,0.290426,89
-0.615121,0.788432,0.000888247,90
0.24572,-0.803414,-0.542353,92
0.215499,0.764937,-0.606985,91
0.871193,0.0580661,0.487495,92
-0.867926,0.402306,-0.291298,90
0.381241,-0.100341,0.919014,92
0.141635,-0.0722035,-0.987282,92
-0.846297,0.446581,0.290426,90
-0.615121,0.788432,0.000888247,91
0.24572,-0.803414,-0.542353,93
0.215499,0.764937,-0.606985,92
0.871193,0.0580661,0.487495,93
-0.867926,0.402306,-0.291298,91
0.381241,-0.100341,0.919014,93
0.141635,-0.0722035,-0.987282,93
-0.846297,0.446581,0.290426,91
-0.615121,0.788432,0.000888247,92
0.24572,-0.803414,-0.542353,94
0.215499,0.764937,-0.606985,93
0.871193,0.0580661,0.487495,94
-0.867926,0.402306,-0.291298,92
0.381241,-0.100341,0.919014,94
0.141635,-0.0722035,-0.987282,94
-0.846297,0.446581,0.290426,92
-0.615121,0.788432,0.000888247,93
0.24572,-0.803414,-0.542353,95
0.215499,0.764937,-0.606985,94
0.871193,0.0580661,0.487495,95
-0.867926,0.402306,-0.291298,93
0.381241,-0.100341,0.919014,95
0.141635,-0.0722035,-0.987282,95
-0.846297,0.446581,0.290426,93
-0.615121,0.788432,0.000888247,94
0.24572,-0.803414,-0.542353,96
0.215499,0.764937,-0.606985,95
0.871193,0.0580661,0.487495,96
-0.867926,0.402306,-0.291298,94
0.381241,-0.100341,0.919014,96
0.141635,-0.0722035,-0.987282,96
-0.846297,0.446581,0.290426,94
-0.615121,0.788432,0.000888247,95
0.24572,-0.803414,-0.542353,97
0.215499,0.764937,-0.606985,96
0.871193,0.0580661,0.487495,97
-0.867926,0.402306,-0.291298,95
0.381241,-0.100341,0.919014,97
0.141635,-0.0722035,-0.987282,97
-0.846297,0.446581,0.290426,95
-0.615121,0.788432,0.000888247,96
0.24572,-0.803414,-0.542353,98
0.215499,0.764937,-0.606985,97
0.871193,0.0580661,0.487495,98
-0.867926,0.402306,-0.291298,96
0.381241,-0.100341,0.919014,98
0.141635,-0.0722035,-0.987282,98
-0.846297,0.446581,0.290426,96
-0.615121,0.788432,0.000888247,97
0.24572,-0.803414,-0.542353,99
0.215499,0.764937,-0.606985,98
0.871193,0.0580661,0.487495,99
-0.867926,0.402306,-0.291298,97
0.381241,-0.100341,0.919014,99
0.141635,-0.0722035,-0.987282,99
-0.846297,0.446581,0.290426,97
-0.615121,0.788432,0.000888247,98
0.24572,-0.803414,-0.542353,100
0.215499,0.764937,-0.606985,99
0.871193,0.0580661,0.487495,100
-0.867926,0.402306,-0.291298,98
0.381241,-0.100341,0.919014,100
0.141635,-0.0722035,-0.987282,100
-0.846297,0.446581,0.290426,98
